cityID,cityName,totalIncidents,incidentDates
SY040100,Homs,1051,2014-05-12T06:17:29+00:00||2014-05-12T05:55:43+00:00||2014-05-12T05:00:13+00:00||2014-05-12T04:47:24+00:00||2014-05-12T04:00:01+00:00||2014-05-12T03:54:10+00:00||2014-05-12T03:05:04+00:00||2014-05-12T02:59:18+00:00||2014-05-12T02:45:31+00:00||2014-05-12T02:10:10+00:00||2014-05-12T02:05:51+00:00||2014-05-12T01:45:57+00:00||2014-05-12T01:40:36+00:00||2014-05-12T01:05:47+00:00||2014-05-12T01:04:44+00:00||2014-05-12T00:41:30+00:00||2014-05-12T00:28:45+00:00||2014-05-12T00:18:28+00:00||2014-05-12T00:16:53+00:00||2014-05-12T00:13:08+00:00||2014-05-12T00:02:59+00:00||2014-05-11T23:57:31+00:00||2014-05-11T23:55:10+00:00||2014-05-11T23:43:02+00:00||2014-05-11T23:36:10+00:00||2014-05-11T23:34:23+00:00||2014-05-11T23:30:00+00:00||2014-05-11T23:22:33+00:00||2014-05-11T23:20:20+00:00||2014-05-11T23:14:12+00:00||2014-05-11T23:10:23+00:00||2014-05-11T23:09:42+00:00||2014-05-11T23:07:57+00:00||2014-05-11T22:49:14+00:00||2014-05-11T22:45:00+00:00||2014-05-11T22:41:05+00:00||2014-05-11T22:36:16+00:00||2014-05-11T22:25:00+00:00||2014-05-11T22:22:29+00:00||2014-05-11T22:19:38+00:00||2014-05-11T22:19:06+00:00||2014-05-11T22:09:48+00:00||2014-05-11T22:09:27+00:00||2014-05-11T22:08:09+00:00||2014-05-11T22:07:58+00:00||2014-05-11T22:02:28+00:00||2014-05-11T21:57:00+00:00||2014-05-11T21:56:11+00:00||2014-05-11T21:47:40+00:00||2014-05-11T21:46:45+00:00||2014-05-11T21:33:52+00:00||2014-05-11T21:32:46+00:00||2014-05-11T21:29:50+00:00||2014-05-11T21:20:20+00:00||2014-05-11T21:15:01+00:00||2014-05-11T21:14:31+00:00||2014-05-11T21:00:00+00:00||2014-05-11T20:58:58+00:00||2014-05-11T20:54:18+00:00||2014-05-11T20:03:30+00:00||2014-05-11T19:56:30+00:00||2014-05-11T19:52:58+00:00||2014-05-11T19:52:05+00:00||2014-05-11T19:45:00+00:00||2014-05-11T19:20:56+00:00||2014-05-11T19:20:55+00:00||2014-05-11T19:16:14+00:00||2014-05-11T19:16:09+00:00||2014-05-11T19:13:03+00:00||2014-05-11T19:08:56+00:00||2014-05-11T19:04:37+00:00||2014-05-11T19:01:48+00:00||2014-05-11T18:57:33+00:00||2014-05-11T18:45:46+00:00||2014-05-11T18:43:46+00:00||2014-05-11T18:40:34+00:00||2014-05-11T18:37:30+00:00||2014-05-11T18:32:25+00:00||2014-05-11T18:27:43+00:00||2014-05-11T18:23:54+00:00||2014-05-11T18:22:48+00:00||2014-05-11T18:14:15+00:00||2014-05-11T18:03:45+00:00||2014-05-11T17:56:47+00:00||2014-05-11T17:55:57+00:00||2014-05-11T17:55:27+00:00||2014-05-11T17:52:09+00:00||2014-05-11T17:45:11+00:00||2014-05-11T17:42:49+00:00||2014-05-11T17:42:28+00:00||2014-05-11T17:40:00+00:00||2014-05-11T17:39:38+00:00||2014-05-11T17:38:44+00:00||2014-05-11T17:32:23+00:00||2014-05-11T17:28:52+00:00||2014-05-11T17:21:09+00:00||2014-05-11T16:48:37+00:00||2014-05-11T16:48:29+00:00||2014-05-11T16:47:53+00:00||2014-05-11T16:38:34+00:00||2014-05-11T16:14:09+00:00||2014-05-11T16:06:16+00:00||2014-05-11T16:05:05+00:00||2014-05-11T16:04:13+00:00||2014-05-11T15:56:57+00:00||2014-05-11T15:53:27+00:00||2014-05-11T15:42:57+00:00||2014-05-11T15:20:14+00:00||2014-05-11T14:58:14+00:00||2014-05-11T14:49:14+00:00||2014-05-11T14:48:03+00:00||2014-05-11T14:47:36+00:00||2014-05-11T14:47:14+00:00||2014-05-11T14:30:37+00:00||2014-05-11T14:27:01+00:00||2014-05-11T14:26:15+00:00||2014-05-11T14:21:58+00:00||2014-05-11T14:13:42+00:00||2014-05-11T14:00:39+00:00||2014-05-11T13:54:58+00:00||2014-05-11T13:49:38+00:00||2014-05-11T13:44:17+00:00||2014-05-11T13:33:39+00:00||2014-05-11T13:23:26+00:00||2014-05-11T13:16:12+00:00||2014-05-11T13:00:02+00:00||2014-05-11T12:48:13+00:00||2014-05-11T12:21:30+00:00||2014-05-11T11:30:45+00:00||2014-05-11T10:56:55+00:00||2014-05-11T10:46:43+00:00||2014-05-11T10:44:34+00:00||2014-05-11T10:38:08+00:00||2014-05-11T10:08:41+00:00||2014-05-11T10:04:32+00:00||2014-05-11T10:03:29+00:00||2014-05-11T10:01:48+00:00||2014-05-11T09:56:20+00:00||2014-05-11T09:56:11+00:00||2014-05-11T09:55:25+00:00||2014-05-11T09:53:56+00:00||2014-05-11T09:53:41+00:00||2014-05-11T09:52:09+00:00||2014-05-11T09:40:10+00:00||2014-05-11T09:36:32+00:00||2014-05-11T09:34:38+00:00||2014-05-11T09:31:44+00:00||2014-05-11T09:30:00+00:00||2014-05-11T09:29:51+00:00||2014-05-11T09:24:10+00:00||2014-05-11T09:19:39+00:00||2014-05-11T09:19:14+00:00||2014-05-11T09:18:00+00:00||2014-05-11T09:10:00+00:00||2014-05-11T09:06:32+00:00||2014-05-11T09:00:01+00:00||2014-05-11T09:00:00+00:00||2014-05-11T08:53:05+00:00||2014-05-11T08:49:52+00:00||2014-05-11T08:47:09+00:00||2014-05-11T08:46:50+00:00||2014-05-11T08:45:00+00:00||2014-05-11T08:40:31+00:00||2014-05-11T08:38:11+00:00||2014-05-11T08:38:01+00:00||2014-05-11T08:36:55+00:00||2014-05-11T08:36:17+00:00||2014-05-11T08:36:08+00:00||2014-05-11T08:18:52+00:00||2014-05-11T08:18:42+00:00||2014-05-11T08:18:00+00:00||2014-05-11T08:17:41+00:00||2014-05-11T08:11:19+00:00||2014-05-11T08:11:11+00:00||2014-05-11T08:10:03+00:00||2014-05-11T08:07:51+00:00||2014-05-11T08:05:00+00:00||2014-05-11T08:00:00+00:00||2014-05-11T07:45:33+00:00||2014-05-11T07:43:02+00:00||2014-05-11T07:36:39+00:00||2014-05-11T07:21:16+00:00||2014-05-11T07:20:59+00:00||2014-05-11T07:11:18+00:00||2014-05-11T07:04:53+00:00||2014-05-11T06:45:11+00:00||2014-05-11T06:30:01+00:00||2014-05-11T06:14:57+00:00||2014-05-11T05:58:41+00:00||2014-05-11T05:53:07+00:00||2014-05-11T05:45:01+00:00||2014-05-11T05:25:00+00:00||2014-05-11T05:20:01+00:00||2014-05-11T03:34:38+00:00||2014-05-11T02:56:04+00:00||2014-05-11T02:52:54+00:00||2014-05-11T02:43:35+00:00||2014-05-11T02:40:00+00:00||2014-05-11T02:17:33+00:00||2014-05-11T02:16:16+00:00||2014-05-11T00:58:36+00:00||2014-05-11T00:41:18+00:00||2014-05-11T00:40:34+00:00||2014-05-11T00:24:56+00:00||2014-05-11T00:00:00||2014-05-10T23:43:16+00:00||2014-05-10T23:32:46+00:00||2014-05-10T23:01:05+00:00||2014-05-10T22:45:34+00:00||2014-05-10T22:45:00+00:00||2014-05-10T22:43:55+00:00||2014-05-10T22:42:40+00:00||2014-05-10T22:28:24+00:00||2014-05-10T22:25:55+00:00||2014-05-10T22:22:59+00:00||2014-05-10T22:21:16+00:00||2014-05-10T22:18:58+00:00||2014-05-10T22:17:11+00:00||2014-05-10T22:10:59+00:00||2014-05-10T22:08:40+00:00||2014-05-10T22:05:32+00:00||2014-05-10T22:05:28+00:00||2014-05-10T21:54:43+00:00||2014-05-10T21:43:36+00:00||2014-05-10T21:36:14+00:00||2014-05-10T21:35:20+00:00||2014-05-10T21:30:25+00:00||2014-05-10T21:29:08+00:00||2014-05-10T21:10:46+00:00||2014-05-10T20:56:38+00:00||2014-05-10T20:55:54+00:00||2014-05-10T20:53:41+00:00||2014-05-10T20:50:00+00:00||2014-05-10T20:49:27+00:00||2014-05-10T20:26:43+00:00||2014-05-10T20:25:26+00:00||2014-05-10T20:24:15+00:00||2014-05-10T20:19:53+00:00||2014-05-10T20:11:20+00:00||2014-05-10T20:09:52+00:00||2014-05-10T19:58:33+00:00||2014-05-10T19:57:11+00:00||2014-05-10T19:55:55+00:00||2014-05-10T19:48:17+00:00||2014-05-10T19:38:03+00:00||2014-05-10T19:37:57+00:00||2014-05-10T19:31:43+00:00||2014-05-10T19:24:50+00:00||2014-05-10T19:18:43+00:00||2014-05-10T19:17:04+00:00||2014-05-10T19:09:19+00:00||2014-05-10T18:59:08+00:00||2014-05-10T18:56:29+00:00||2014-05-10T18:54:05+00:00||2014-05-10T18:44:44+00:00||2014-05-10T18:40:31+00:00||2014-05-10T18:38:36+00:00||2014-05-10T18:26:19+00:00||2014-05-10T18:15:09+00:00||2014-05-10T18:13:21+00:00||2014-05-10T18:10:00+00:00||2014-05-10T17:54:46+00:00||2014-05-10T17:50:34+00:00||2014-05-10T17:47:47+00:00||2014-05-10T17:46:02+00:00||2014-05-10T17:45:06+00:00||2014-05-10T17:42:23+00:00||2014-05-10T17:28:25+00:00||2014-05-10T17:14:36+00:00||2014-05-10T17:12:14+00:00||2014-05-10T16:38:04+00:00||2014-05-10T16:36:08+00:00||2014-05-10T16:16:51+00:00||2014-05-10T16:12:26+00:00||2014-05-10T16:09:30+00:00||2014-05-10T16:05:21+00:00||2014-05-10T16:00:01+00:00||2014-05-10T15:22:03+00:00||2014-05-10T15:14:38+00:00||2014-05-10T15:13:10+00:00||2014-05-10T15:06:54+00:00||2014-05-10T15:05:34+00:00||2014-05-10T15:00:01+00:00||2014-05-10T14:58:50+00:00||2014-05-10T14:26:20+00:00||2014-05-10T14:14:01+00:00||2014-05-10T14:00:02+00:00||2014-05-10T13:38:22+00:00||2014-05-10T13:25:02+00:00||2014-05-10T12:56:06+00:00||2014-05-10T12:53:41+00:00||2014-05-10T12:42:29+00:00||2014-05-10T12:31:45+00:00||2014-05-10T12:30:08+00:00||2014-05-10T11:50:06+00:00||2014-05-10T11:49:12+00:00||2014-05-10T11:43:33+00:00||2014-05-10T11:32:49+00:00||2014-05-10T11:25:55+00:00||2014-05-10T11:08:45+00:00||2014-05-10T11:07:18+00:00||2014-05-10T11:01:00+00:00||2014-05-10T11:00:52+00:00||2014-05-10T10:49:05+00:00||2014-05-10T10:43:39+00:00||2014-05-10T10:42:52+00:00||2014-05-10T10:31:01+00:00||2014-05-10T10:22:51+00:00||2014-05-10T09:58:43+00:00||2014-05-10T09:56:44+00:00||2014-05-10T09:53:13+00:00||2014-05-10T09:36:52+00:00||2014-05-10T09:22:20+00:00||2014-05-10T09:20:13+00:00||2014-05-10T09:20:11+00:00||2014-05-10T09:19:20+00:00||2014-05-10T09:14:20+00:00||2014-05-10T09:12:39+00:00||2014-05-10T08:56:16+00:00||2014-05-10T08:28:36+00:00||2014-05-10T08:14:08+00:00||2014-05-10T08:01:49+00:00||2014-05-10T07:54:23+00:00||2014-05-10T07:40:23+00:00||2014-05-10T07:03:11+00:00||2014-05-10T06:52:36+00:00||2014-05-10T06:40:11+00:00||2014-05-10T05:36:30+00:00||2014-05-10T05:00:01+00:00||2014-05-10T03:50:00+00:00||2014-05-10T03:40:01+00:00||2014-05-10T03:39:40+00:00||2014-05-10T03:32:00+00:00||2014-05-10T03:30:00+00:00||2014-05-10T03:00:01+00:00||2014-05-10T02:44:56+00:00||2014-05-10T02:40:00+00:00||2014-05-10T02:31:01+00:00||2014-05-10T02:00:00+00:00||2014-05-10T01:45:01+00:00||2014-05-10T01:30:00+00:00||2014-05-10T01:28:50+00:00||2014-05-10T01:00:01+00:00||2014-05-10T01:00:00+00:00||2014-05-10T01:00:00+00:00||2014-05-10T00:59:29+00:00||2014-05-10T00:55:07+00:00||2014-05-10T00:46:59+00:00||2014-05-10T00:45:00+00:00||2014-05-10T00:43:31+00:00||2014-05-10T00:30:57+00:00||2014-05-10T00:30:00+00:00||2014-05-10T00:29:55+00:00||2014-05-10T00:29:12+00:00||2014-05-10T00:28:18+00:00||2014-05-10T00:27:44+00:00||2014-05-10T00:25:00+00:00||2014-05-10T00:00:01+00:00||2014-05-10T00:00:00||2014-05-10T00:00:00||2014-05-10T00:00:00||2014-05-10T00:00:00||2014-05-10T00:00:00||2014-05-10T00:00:00||2014-05-09T23:26:25+00:00||2014-05-09T23:17:41+00:00||2014-05-09T23:12:41+00:00||2014-05-09T22:53:10+00:00||2014-05-09T22:45:51+00:00||2014-05-09T22:45:01+00:00||2014-05-09T22:44:55+00:00||2014-05-09T22:42:21+00:00||2014-05-09T22:40:09+00:00||2014-05-09T22:40:01+00:00||2014-05-09T22:31:06+00:00||2014-05-09T22:25:03+00:00||2014-05-09T22:24:26+00:00||2014-05-09T22:24:11+00:00||2014-05-09T22:23:39+00:00||2014-05-09T22:14:01+00:00||2014-05-09T21:58:24+00:00||2014-05-09T21:56:26+00:00||2014-05-09T21:50:13+00:00||2014-05-09T21:46:58+00:00||2014-05-09T21:31:19+00:00||2014-05-09T21:25:47+00:00||2014-05-09T21:22:43+00:00||2014-05-09T21:11:40+00:00||2014-05-09T21:02:56+00:00||2014-05-09T21:01:05+00:00||2014-05-09T21:00:01+00:00||2014-05-09T20:57:42+00:00||2014-05-09T20:56:47+00:00||2014-05-09T20:55:39+00:00||2014-05-09T20:52:31+00:00||2014-05-09T20:50:14+00:00||2014-05-09T20:49:27+00:00||2014-05-09T20:33:43+00:00||2014-05-09T20:33:05+00:00||2014-05-09T20:30:46+00:00||2014-05-09T20:23:10+00:00||2014-05-09T20:15:56+00:00||2014-05-09T20:15:01+00:00||2014-05-09T19:59:41+00:00||2014-05-09T19:54:49+00:00||2014-05-09T19:49:06+00:00||2014-05-09T19:39:17+00:00||2014-05-09T19:25:06+00:00||2014-05-09T19:20:37+00:00||2014-05-09T19:11:20+00:00||2014-05-09T19:07:24+00:00||2014-05-09T19:01:20+00:00||2014-05-09T18:58:36+00:00||2014-05-09T18:54:41+00:00||2014-05-09T18:50:28+00:00||2014-05-09T18:48:26+00:00||2014-05-09T18:46:47+00:00||2014-05-09T18:45:01+00:00||2014-05-09T18:41:37+00:00||2014-05-09T18:24:12+00:00||2014-05-09T18:10:44+00:00||2014-05-09T18:00:00+00:00||2014-05-09T17:48:50+00:00||2014-05-09T17:44:58+00:00||2014-05-09T17:28:33+00:00||2014-05-09T17:27:25+00:00||2014-05-09T17:26:45+00:00||2014-05-09T17:20:24+00:00||2014-05-09T17:16:15+00:00||2014-05-09T17:02:46+00:00||2014-05-09T16:56:28+00:00||2014-05-09T16:40:14+00:00||2014-05-09T16:39:29+00:00||2014-05-09T16:23:49+00:00||2014-05-09T16:23:32+00:00||2014-05-09T16:08:19+00:00||2014-05-09T16:06:48+00:00||2014-05-09T15:46:16+00:00||2014-05-09T15:45:07+00:00||2014-05-09T15:44:38+00:00||2014-05-09T15:27:13+00:00||2014-05-09T15:24:29+00:00||2014-05-09T15:24:26+00:00||2014-05-09T15:23:30+00:00||2014-05-09T15:11:03+00:00||2014-05-09T15:07:56+00:00||2014-05-09T15:00:30+00:00||2014-05-09T14:55:28+00:00||2014-05-09T14:53:08+00:00||2014-05-09T14:44:08+00:00||2014-05-09T14:41:56+00:00||2014-05-09T14:37:49+00:00||2014-05-09T14:36:55+00:00||2014-05-09T14:33:03+00:00||2014-05-09T14:24:35+00:00||2014-05-09T14:17:32+00:00||2014-05-09T14:05:41+00:00||2014-05-09T14:03:22+00:00||2014-05-09T14:02:12+00:00||2014-05-09T13:52:14+00:00||2014-05-09T13:51:41+00:00||2014-05-09T13:42:37+00:00||2014-05-09T13:32:36+00:00||2014-05-09T13:27:53+00:00||2014-05-09T13:23:48+00:00||2014-05-09T13:15:55+00:00||2014-05-09T13:10:38+00:00||2014-05-09T13:02:27+00:00||2014-05-09T12:44:20+00:00||2014-05-09T12:41:06+00:00||2014-05-09T12:29:22+00:00||2014-05-09T11:56:35+00:00||2014-05-09T11:52:40+00:00||2014-05-09T11:51:08+00:00||2014-05-09T11:49:53+00:00||2014-05-09T11:49:52+00:00||2014-05-09T11:47:31+00:00||2014-05-09T11:42:54+00:00||2014-05-09T11:42:06+00:00||2014-05-09T11:41:38+00:00||2014-05-09T11:39:26+00:00||2014-05-09T11:35:54+00:00||2014-05-09T11:21:47+00:00||2014-05-09T11:19:44+00:00||2014-05-09T11:15:31+00:00||2014-05-09T11:06:29+00:00||2014-05-09T10:55:54+00:00||2014-05-09T10:55:04+00:00||2014-05-09T10:52:51+00:00||2014-05-09T10:46:37+00:00||2014-05-09T10:31:54+00:00||2014-05-09T10:29:55+00:00||2014-05-09T10:26:08+00:00||2014-05-09T10:25:20+00:00||2014-05-09T10:23:10+00:00||2014-05-09T10:13:34+00:00||2014-05-09T10:09:00+00:00||2014-05-09T10:06:50+00:00||2014-05-09T10:00:32+00:00||2014-05-09T10:00:00+00:00
